Date,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator
01/06/2025,RTT,18 Weeks,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",28581,49368
01/06/2025,RTT,18 Weeks,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,23947,35035
01/06/2025,RTT,18 Weeks,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,19613,34356
01/06/2025,RTT,18 Weeks,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,18482,32542
01/06/2025,RTT,18 Weeks,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,21319,37267
01/06/2025,RTT,18 Weeks,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,34733,63253
01/06/2025,RTT,18 Weeks,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,35313,58187
01/06/2025,RTT,18 Weeks,South East,R1F,ISLE OF WIGHT NHS TRUST,8873,13948
01/06/2025,RTT,18 Weeks,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,16462,30202
01/06/2025,RTT,18 Weeks,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,41244,74184
01/06/2025,RTT,18 Weeks,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,40145,62639
01/06/2025,RTT,18 Weeks,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,33448,59029
01/06/2025,RTT,18 Weeks,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,29190,36524
01/06/2025,RTT,18 Weeks,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,29987,50346
01/06/2025,RTT,18 Weeks,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,19156,32577
01/06/2025,RTT,18 Weeks,South East,RPA,MEDWAY NHS FOUNDATION TRUST,21855,39993
01/06/2025,RTT,18 Weeks,South East,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,11143,17869
01/06/2025,RTT,18 Weeks,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,51186,86825
01/06/2025,RTT,18 Weeks,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,33227,55342
01/06/2025,RTT,18 Weeks,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,29824,52412
01/06/2025,RTT,18 Weeks,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,44412,80689
01/06/2025,RTT,18 Weeks,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,34751,47980
01/06/2025,RTT,18 Weeks,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,39003,61539
01/06/2025,RTT,18 Weeks,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,28658,49406
01/06/2025,RTT,18 Weeks,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,58028,113122
01/06/2025,RTT,18 Weeks,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,39837,62683
01/06/2025,RTT,18 Weeks,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,35770,55123
01/06/2025,RTT,18 Weeks,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,22683,33261
01/06/2025,RTT,18 Weeks,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,13217,22411
01/06/2025,RTT,18 Weeks,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,24850,41848
01/06/2025,RTT,18 Weeks,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,29149,40614
01/06/2025,RTT,18 Weeks,South West,RH5,SOMERSET NHS FOUNDATION TRUST,37736,57390
01/06/2025,RTT,18 Weeks,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,44657,73740
01/06/2025,RTT,18 Weeks,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,29598,48276
01/06/2025,RTT,18 Weeks,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,23224,38213
01/06/2025,RTT,18 Weeks,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,19550,29121
01/06/2025,RTT,18 Weeks,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,41530,60281
01/06/2025,RTT,18 Weeks,South West,RVJ,NORTH BRISTOL NHS TRUST,29007,43915
01/06/2025,RTT,52+ Weeks,East,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,11778,172378
01/06/2025,RTT,52+ Weeks,East,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2295,88282
01/06/2025,RTT,52+ Weeks,East,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",593,27265
01/06/2025,RTT,52+ Weeks,East,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1678,33513
01/06/2025,RTT,52+ Weeks,East,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,3167,92050
01/06/2025,RTT,52+ Weeks,East,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,58,6648
01/06/2025,RTT,52+ Weeks,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2613,76252
01/06/2025,RTT,52+ Weeks,East,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1662,34615
01/06/2025,RTT,52+ Weeks,East,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,1573,35129
01/06/2025,RTT,52+ Weeks,East,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2817,66129
01/06/2025,RTT,52+ Weeks,East,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3643,80826
01/06/2025,RTT,52+ Weeks,East,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2265,48443
01/06/2025,RTT,52+ Weeks,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,859,46914
01/06/2025,RTT,52+ Weeks,East,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,911,52513
01/06/2025,RTT,52+ Weeks,London,R1H,BARTS HEALTH NHS TRUST,4894,134686
01/06/2025,RTT,52+ Weeks,London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2357,86363
01/06/2025,RTT,52+ Weeks,London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,3982,146110
01/06/2025,RTT,52+ Weeks,London,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,70,8668
01/06/2025,RTT,52+ Weeks,London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,437,31200
01/06/2025,RTT,52+ Weeks,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,273,41698
01/06/2025,RTT,52+ Weeks,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",519,56931
01/06/2025,RTT,52+ Weeks,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2714,118688
01/06/2025,RTT,52+ Weeks,London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2145,53026
01/06/2025,RTT,52+ Weeks,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,900,36632
01/06/2025,RTT,52+ Weeks,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1711,71047
01/06/2025,RTT,52+ Weeks,London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1714,84437
01/06/2025,RTT,52+ Weeks,London,RKE,WHITTINGTON HEALTH NHS TRUST,348,25317
01/06/2025,RTT,52+ Weeks,London,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,232,8092
01/06/2025,RTT,52+ Weeks,London,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,19,34491
01/06/2025,RTT,52+ Weeks,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,1038,70301
01/06/2025,RTT,52+ Weeks,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,341,36119
01/06/2025,RTT,52+ Weeks,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,1278,72181
01/06/2025,RTT,52+ Weeks,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,991,56109
01/06/2025,RTT,52+ Weeks,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1644,88971
01/06/2025,RTT,52+ Weeks,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,44,28037
01/06/2025,RTT,52+ Weeks,Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,923,31524
01/06/2025,RTT,52+ Weeks,Midlands,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,745,33389
01/06/2025,RTT,52+ Weeks,Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1651,64546
01/06/2025,RTT,52+ Weeks,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,395,35440
01/06/2025,RTT,52+ Weeks,Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1963,76987
01/06/2025,RTT,52+ Weeks,Midlands,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,1343,17324
01/06/2025,RTT,52+ Weeks,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2376,79749
01/06/2025,RTT,52+ Weeks,Midlands,RLQ,WYE VALLEY NHS TRUST,723,22842
01/06/2025,RTT,52+ Weeks,Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,687,20279
01/06/2025,RTT,52+ Weeks,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,454,46663
01/06/2025,RTT,52+ Weeks,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,246,24955
01/06/2025,RTT,52+ Weeks,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,547,42422
01/06/2025,RTT,52+ Weeks,Midlands,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,238,28273
01/06/2025,RTT,52+ Weeks,Midlands,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,466,12954
01/06/2025,RTT,52+ Weeks,Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,5369,104142
01/06/2025,RTT,52+ Weeks,Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2190,100955
01/06/2025,RTT,52+ Weeks,Midlands,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,1805,70363
01/06/2025,RTT,52+ Weeks,Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2605,109577
01/06/2025,RTT,52+ Weeks,Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,952,55488
01/06/2025,RTT,52+ Weeks,Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1641,81613
01/06/2025,RTT,52+ Weeks,Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,1131,65540
01/06/2025,RTT,52+ Weeks,Midlands,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,718,37630
01/06/2025,RTT,52+ Weeks,North East,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,18,58022
01/06/2025,RTT,52+ Weeks,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,190,32915
01/06/2025,RTT,52+ Weeks,North East,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,1548,53156
01/06/2025,RTT,52+ Weeks,North East,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4,19927
01/06/2025,RTT,52+ Weeks,North East,RCF,AIREDALE NHS FOUNDATION TRUST,59,13846
01/06/2025,RTT,52+ Weeks,North East,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,326,12187
01/06/2025,RTT,52+ Weeks,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,122,25499
01/06/2025,RTT,52+ Weeks,North East,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,634,30954
01/06/2025,RTT,52+ Weeks,North East,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1797,91256
01/06/2025,RTT,52+ Weeks,North East,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,950,39592
01/06/2025,RTT,52+ Weeks,North East,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,1098,38030
01/06/2025,RTT,52+ Weeks,North East,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1560,55406
01/06/2025,RTT,52+ Weeks,North East,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,18,13202
01/06/2025,RTT,52+ Weeks,North East,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2742,88152
01/06/2025,RTT,52+ Weeks,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1297,88950
01/06/2025,RTT,52+ Weeks,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,17,36625
01/06/2025,RTT,52+ Weeks,North East,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1610,56521
01/06/2025,RTT,52+ Weeks,North East,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,255,20870
01/06/2025,RTT,52+ Weeks,North East,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2702,79235
01/06/2025,RTT,52+ Weeks,North East,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,46,36565
01/06/2025,RTT,52+ Weeks,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,408,56631
01/06/2025,RTT,52+ Weeks,North East,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,377,39405
01/06/2025,RTT,52+ Weeks,North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,7500,186865
01/06/2025,RTT,52+ Weeks,North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,1302,46939
01/06/2025,RTT,52+ Weeks,North West,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,1957,74425
01/06/2025,RTT,52+ Weeks,North West,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,49,5111
01/06/2025,RTT,52+ Weeks,North West,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,375,18292
01/06/2025,RTT,52+ Weeks,North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,2034,39213
01/06/2025,RTT,52+ Weeks,North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2839,68055
01/06/2025,RTT,52+ Weeks,North West,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,582,16290
01/06/2025,RTT,52+ Weeks,North West,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,127,14248
01/06/2025,RTT,52+ Weeks,North West,RJN,EAST CHESHIRE NHS TRUST,376,14121
01/06/2025,RTT,52+ Weeks,North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2837,34246
01/06/2025,RTT,52+ Weeks,North West,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,5037,136427
01/06/2025,RTT,52+ Weeks,North West,RMC,BOLTON NHS FOUNDATION TRUST,1154,37252
01/06/2025,RTT,52+ Weeks,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,0,17017
01/06/2025,RTT,52+ Weeks,North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",1821,49368
01/06/2025,RTT,52+ Weeks,North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,560,35035
01/06/2025,RTT,52+ Weeks,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,993,34356
01/06/2025,RTT,52+ Weeks,North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,1635,32542
01/06/2025,RTT,52+ Weeks,North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,1730,37267
01/06/2025,RTT,52+ Weeks,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2068,63253
01/06/2025,RTT,52+ Weeks,North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2210,58187
01/06/2025,RTT,52+ Weeks,South East,R1F,ISLE OF WIGHT NHS TRUST,59,13948
01/06/2025,RTT,52+ Weeks,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,1521,30202
01/06/2025,RTT,52+ Weeks,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2657,74184
01/06/2025,RTT,52+ Weeks,South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,1423,62639
01/06/2025,RTT,52+ Weeks,South East,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2336,59029
01/06/2025,RTT,52+ Weeks,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,32,36524
01/06/2025,RTT,52+ Weeks,South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,1661,50346
01/06/2025,RTT,52+ Weeks,South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,957,32577
01/06/2025,RTT,52+ Weeks,South East,RPA,MEDWAY NHS FOUNDATION TRUST,1735,39993
01/06/2025,RTT,52+ Weeks,South East,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,388,17869
01/06/2025,RTT,52+ Weeks,South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2847,86825
01/06/2025,RTT,52+ Weeks,South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,863,55342
01/06/2025,RTT,52+ Weeks,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,958,52412
01/06/2025,RTT,52+ Weeks,South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2222,80689
01/06/2025,RTT,52+ Weeks,South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,0,47980
01/06/2025,RTT,52+ Weeks,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,864,61539
01/06/2025,RTT,52+ Weeks,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1241,49406
01/06/2025,RTT,52+ Weeks,South East,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,5860,113122
01/06/2025,RTT,52+ Weeks,South West,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,2097,62683
01/06/2025,RTT,52+ Weeks,South West,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,759,55123
01/06/2025,RTT,52+ Weeks,South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,677,33261
01/06/2025,RTT,52+ Weeks,South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,377,22411
01/06/2025,RTT,52+ Weeks,South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,1016,41848
01/06/2025,RTT,52+ Weeks,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,409,40614
01/06/2025,RTT,52+ Weeks,South West,RH5,SOMERSET NHS FOUNDATION TRUST,1587,57390
01/06/2025,RTT,52+ Weeks,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2309,73740
01/06/2025,RTT,52+ Weeks,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,1720,48276
01/06/2025,RTT,52+ Weeks,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,679,38213
01/06/2025,RTT,52+ Weeks,South West,RNZ,SALISBURY NHS FOUNDATION TRUST,224,29121
01/06/2025,RTT,52+ Weeks,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,46,60281
01/06/2025,RTT,52+ Weeks,South West,RVJ,NORTH BRISTOL NHS TRUST,156,43915
01/07/2025,A&E,>12 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,530,17505
01/07/2025,A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,1120,11305
01/07/2025,A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,**,**
01/07/2025,A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,1490,14755
01/07/2025,A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,470,7970
01/07/2025,A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,2315,35505
01/07/2025,A&E,>12 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,345,9230
01/07/2025,A&E,>12 hours,East,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,525,13270
01/07/2025,A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,1555,16070
01/07/2025,A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,875,10470
01/07/2025,A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",1120,7030
01/07/2025,A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,495,8425
01/07/2025,A&E,>12 hours,East,RGR,West Suffolk NHS Foundation Trust,355,8435
01/07/2025,A&E,>12 hours,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",2135,15725
01/07/2025,A&E,>12 hours,London,R1H,Barts Health NHS Trust,3255,26325
01/07/2025,A&E,>12 hours,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,525,12185
01/07/2025,A&E,>12 hours,London,RJ6,Croydon Health Services NHS Trust,1540,13155
01/07/2025,A&E,>12 hours,London,RVR,Epsom and St Helier University Hospitals NHS Trust,1710,11290
01/07/2025,A&E,>12 hours,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,160,10700
01/07/2025,A&E,>12 hours,London,RQX,Homerton University Hospital NHS Foundation Trust,60,11440
01/07/2025,A&E,>12 hours,London,RYJ,Imperial College Healthcare NHS Trust,1160,16825
01/07/2025,A&E,>12 hours,London,RJZ,King's College Hospital NHS Foundation Trust,1745,15850
01/07/2025,A&E,>12 hours,London,RAX,Kingston Hospital NHS Foundation Trust,1055,6890
01/07/2025,A&E,>12 hours,London,RJ2,Lewisham and Greenwich NHS Trust,1810,15420
01/07/2025,A&E,>12 hours,London,R1K,London North West University Healthcare NHS Trust,1445,13935
01/07/2025,A&E,>12 hours,London,RP6,Moorfields Eye Hospital NHS Foundation Trust,0,6120
01/07/2025,A&E,>12 hours,London,RAL,Royal Free London NHS Foundation Trust,3225,27290
01/07/2025,A&E,>12 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,1010,9080
01/07/2025,A&E,>12 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,560,5925
01/07/2025,A&E,>12 hours,London,RRV,University College London Hospitals NHS Foundation Trust,250,14180
01/07/2025,A&E,>12 hours,London,RKE,Whittington Health NHS Trust,535,6965
01/07/2025,A&E,>12 hours,Midlands,RQ3,Birmingham Women's and Children's NHS Foundation Trust,**,**
01/07/2025,A&E,>12 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,285,7535
01/07/2025,A&E,>12 hours,Midlands,RLT,George Eliot Hospital NHS Trust,760,6845
01/07/2025,A&E,>12 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,1250,10480
01/07/2025,A&E,>12 hours,Midlands,RNS,Northampton General Hospital NHS Trust,1830,13005
01/07/2025,A&E,>12 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,1925,19050
01/07/2025,A&E,>12 hours,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,555,14505
01/07/2025,A&E,>12 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,325,11140
01/07/2025,A&E,>12 hours,Midlands,RJC,South Warwickshire NHS Foundation Trust,190,8490
01/07/2025,A&E,>12 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,935,10390
01/07/2025,A&E,>12 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,1315,13890
01/07/2025,A&E,>12 hours,Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,2450,11425
01/07/2025,A&E,>12 hours,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,2060,10915
01/07/2025,A&E,>12 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,4450,36065
01/07/2025,A&E,>12 hours,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,1360,14090
01/07/2025,A&E,>12 hours,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,2565,23830
01/07/2025,A&E,>12 hours,Midlands,RWE,University Hospitals of Leicester NHS Trust,2070,23030
01/07/2025,A&E,>12 hours,Midlands,RJE,University Hospitals of North Midlands NHS Trust,1575,15745
01/07/2025,A&E,>12 hours,Midlands,RBK,Walsall Healthcare NHS Trust,485,9865
01/07/2025,A&E,>12 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,1845,14395
01/07/2025,A&E,>12 hours,Midlands,RLQ,Wye Valley NHS Trust,555,6315
01/07/2025,A&E,>12 hours,North East,RCF,Airedale NHS Foundation Trust,225,6950
01/07/2025,A&E,>12 hours,North East,RFF,Barnsley Hospital NHS Foundation Trust,90,9375
01/07/2025,A&E,>12 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,545,9600
01/07/2025,A&E,>12 hours,North East,RWY,Calderdale and Huddersfield NHS Foundation Trust,240,16770
01/07/2025,A&E,>12 hours,North East,RXP,County Durham and Darlington NHS Foundation Trust,1015,14655
01/07/2025,A&E,>12 hours,North East,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,420,16695
01/07/2025,A&E,>12 hours,North East,RR7,Gateshead Health NHS Foundation Trust,15,6280
01/07/2025,A&E,>12 hours,North East,RCD,Harrogate and District NHS Foundation Trust,30,5440
01/07/2025,A&E,>12 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,1235,10665
01/07/2025,A&E,>12 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,905,19670
01/07/2025,A&E,>12 hours,North East,RXF,Mid Yorkshire Hospitals NHS Trust,860,17290
01/07/2025,A&E,>12 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,855,9405
